_loc,complexity,_too,volume,_pl,difficulty,_i,effort,bugs,time,total_lines,comments,blanks,unique_operators,unique_operands,total_operators,total_operands,result
19,5,62,267.96,0.05,21,12.76,5627.15,0.09,312.62,15,0,2,12,8,34,28,0.2667
31,7,113,616.92,0.04,22.5,27.42,13880.6,0.21,771.14,28,0,1,22,22,68,45,0.1795
79,3,168,979.93,0.07,14.46,67.75,14173.92,0.33,787.44,71,0,6,15,42,87,81,0.0827
9,1,24,62.04,0.07,15,4.14,930.59,0.02,51.7,4,2,1,5,1,18,6,0.5263
53,6,160,873.51,0.05,20.46,42.69,17874.58,0.29,993.03,41,1,9,17,27,95,65,0.1943
41,4,133,738.76,0.05,19.79,37.33,14618.93,0.25,812.16,30,4,5,21,26,84,49,0.2893
6,1,13,36.5,0.44,2.25,16.21,82.12,0.01,4.56,4,0,0,3,4,7,6,0.5116
14,2,50,232.19,0.16,6.19,37.53,1436.69,0.08,79.82,8,0,4,9,16,28,22,0.3347
436,64,956,7432.7,0.01,71.42,104.06,530873.29,2.48,29492.96,320,21,93,61,158,589,370,0.0342
32,5,66,302.61,0.09,11.07,27.33,3350.3,0.1,186.13,25,0,5,10,14,35,31,0.2146
8,2,17,64.73,0.29,3.5,18.49,226.54,0.02,12.59,6,0,0,7,7,10,7,0.4008
54,11,136,742.48,0.04,26.48,28.04,19659.65,0.25,1092.2,35,6,3,21,23,78,58,0.2895
13,3,32,130.8,0.12,8.44,15.5,1103.61,0.04,61.31,10,0,1,9,8,17,15,0.3296
16,4,32,142.7,0.07,13.93,10.25,1987.63,0.05,110.42,11,0,3,15,7,19,13,0.3166
43,6,156,884.9,0.11,9.23,95.86,8168.29,0.29,453.79,31,0,9,12,39,96,60,0.1603
64,1,137,839.71,0.49,2.02,413.59,1704.87,0.28,94.71,36,0,28,4,66,70,67,0.1544
256,15,755,5099.94,0.02,40.05,127.35,204237.6,1.7,11346.53,154,60,35,23,85,459,296,0.2353
235,29,1084,7575.73,0.04,27.34,277.1,207113.99,2.53,11506.33,158,43,32,12,115,560,524,0.1956
24,5,73,365,0.08,12.79,28.53,4669.85,0.12,259.44,19,0,3,15,17,44,29,0.2349
44,2,177,892.86,0.04,22.84,39.09,20394.75,0.3,1133.04,35,0,6,14,19,115,62,0.1539
104,21,229,1272,0.08,12.84,99.08,16329.74,0.42,907.21,91,2,5,10,37,134,95,0.1115
25,1,54,244.27,0.22,4.59,53.24,1120.78,0.08,62.27,13,0,4,6,17,28,26,0.2885
13,4,29,120.93,0.11,9.43,12.83,1140.18,0.04,63.34,10,0,1,11,7,17,12,0.3307
25,5,83,415,0.07,15,27.67,6225,0.14,345.83,18,0,5,15,17,49,34,0.2361
26,4,50,235.02,0.1,10,23.5,2350.22,0.08,130.57,16,0,5,13,13,30,20,0.2659
18,2,28,118.94,0.19,5.4,22.03,642.29,0.04,35.68,9,3,4,9,10,16,12,0.4465
25,2,71,355,0.15,6.46,54.98,2292.07,0.12,127.34,20,3,0,9,23,38,33,0.3376
466,94,1780,13527.84,0.02,58.04,233.07,785182.04,4.51,43621.22,391,1,67,27,167,1062,718,0
14,3,54,264.97,0.09,11.5,23.04,3047.18,0.09,169.29,10,0,2,15,15,31,23,0.3082
133,10,255,1416.42,0.03,35.93,39.43,50886.21,0.47,2827.01,79,39,12,20,27,158,97,0.3332
49,3,35,136.74,0.12,8.57,15.95,1172.07,0.05,65.11,15,11,21,8,7,20,15,0.4754
19,2,36,155.59,0.14,7.33,21.22,1140.99,0.05,63.39,10,2,5,11,9,24,12,0.4101
16,2,34,144.43,0.13,7.56,19.1,1092.25,0.05,60.68,10,0,4,11,8,23,11,0.328
29,3,87,408.94,0.06,15.43,26.51,6309.33,0.14,350.52,20,2,3,12,14,51,36,0.3138
41,6,54,250.77,0.14,7.38,33.96,1851.83,0.08,102.88,33,0,6,12,13,38,16,0.1927
19,3,58,284.6,0.08,12,23.72,3415.2,0.09,189.73,12,0,5,16,14,37,21,0.2887
19,1,98,476.08,0.08,12.22,38.95,5818.78,0.16,323.27,12,0,3,11,18,58,40,0.2758
94,12,401,2658.37,0.03,32.04,82.93,85213.57,0.89,4734.09,76,5,6,26,73,221,180,0.1645
69,9,208,1106.96,0.03,34.38,32.2,38058.37,0.37,2114.35,50,7,9,20,21,135,76,0.2565
4,1,10,30,0.5,2,15,60,0.01,3.33,2,0,0,4,4,6,4,0.8596
6,1,11,34.87,0.32,3.12,11.16,108.97,0.01,6.05,3,0,1,5,4,6,5,0.4866
45,2,137,756.73,0.07,13.55,55.85,10252.44,0.25,569.58,30,0,11,14,31,73,54,0.1735
34,5,91,427.74,0.05,22,19.44,9410.28,0.14,522.78,14,3,13,13,13,47,44,0.3617
26,3,73,350.94,0.06,16.67,21.06,5848.95,0.12,324.94,17,4,3,16,12,48,25,0.3671
168,5,852,5544.64,0.03,38.29,144.81,212301.39,1.85,11794.52,151,1,14,15,76,464,388,0.016
113,1,565,3427.34,0.05,18.37,186.54,62970.12,1.14,3498.34,95,0,16,8,59,294,271,0.0197
94,12,240,1504.03,0.03,38.63,38.94,58093.11,0.5,3227.4,61,10,10,33,44,137,103,0.2501
19,3,35,156.08,0.13,7.5,20.81,1170.6,0.05,65.03,9,3,4,11,11,20,15,0.4369
70,13,215,972.57,0.03,34.83,27.92,33877.71,0.32,1882.09,48,13,7,11,12,139,76,0.3052
49,4,201,1192.08,0.05,21.95,54.31,26167.57,0.4,1453.75,43,1,5,20,41,111,90,0.183
4,1,10,30,0.5,2,15,60,0.01,3.33,2,0,0,4,4,6,4,0.8596
74,16,204,1100.03,0.09,10.94,100.54,12035.65,0.37,668.65,67,2,3,8,34,111,93,0.1516
86,13,228,1341.24,0.06,18.01,74.46,24158.33,0.45,1342.13,68,2,13,17,42,139,89,0.1482
15,3,47,215.49,0.11,9,23.94,1939.44,0.07,107.75,10,0,2,12,12,29,18,0.3144
8,1,19,65.73,0.21,4.8,13.69,315.5,0.02,17.53,6,0,0,6,5,11,8,0.4016
13,2,50,235.02,0.24,4.24,55.47,995.75,0.08,55.32,10,0,1,7,19,27,23,0.3131
24,6,73,339,0.04,24.89,13.62,8437.37,0.11,468.74,17,0,4,16,9,45,28,0.2464
36,5,100,524.79,0.09,11.67,44.98,6122.58,0.17,340.14,30,0,4,14,24,60,40,0.1806
343,68,1189,7864.89,0.01,95.8,82.1,753456.46,2.62,41858.69,271,42,27,28,70,710,479,0.0899
88,22,274,1569.45,0.03,38.72,40.53,60767.15,0.52,3375.95,61,14,10,21,32,156,118,0.2618
14,4,32,130.8,0.14,7.31,17.89,956.47,0.04,53.14,11,0,0,9,8,19,13,0.3192
20,2,64,307.67,0.09,10.83,28.4,3333.1,0.1,185.17,15,0,5,13,15,39,25,0.2665
74,11,300,1585.62,0.04,27.78,57.08,44045.02,0.53,2446.95,46,1,24,12,27,175,125,0.1586
44,7,106,552.2,0.05,22.17,24.91,12240.48,0.18,680.03,34,1,7,19,18,64,42,0.2247
119,22,367,2202,0.02,44.79,49.17,98618.14,0.73,5478.79,92,8,5,22,42,196,171,0.1697
55,3,232,1115.31,0.03,39.23,28.43,43754.33,0.37,2430.8,49,0,4,12,13,138,58,0.1139
139,12,485,2853.08,0.02,47.5,60.06,135521.39,0.95,7528.97,97,29,8,19,40,285,200,0.2712
100,14,269,1665.06,0.03,32.91,50.59,54805.37,0.56,3044.74,90,2,6,26,47,152,119,0.1138
71,6,193,1198.42,0.08,13.1,91.46,15703.49,0.4,872.42,44,20,7,16,58,98,95,0.3517
159,20,385,2383.08,0.03,39.58,60.2,94330.35,0.79,5240.57,118,12,27,25,48,233,152,0.177
502,95,1644,10775.74,0.01,110.46,97.55,1190340.29,3.59,66130.02,428,33,32,23,71,962,682,0
22,3,77,338.21,0.08,12.27,27.56,4150.74,0.11,230.6,15,0,4,10,11,50,27,0.2623
8,1,14,46.51,0.5,2,23.25,93.01,0.02,5.17,4,0,2,4,6,8,6,0.4715
39,3,162,850.16,0.04,23.8,35.71,20237.61,0.28,1124.31,29,0,4,14,23,88,73,0.1718
35,12,136,680,0.04,28.33,24,19266.67,0.23,1070.37,28,0,4,17,15,86,50,0.1698
231,22,487,3345.87,0.03,37.76,88.61,126335.35,1.12,7018.63,145,65,21,30,87,268,219,0.2431
30,4,54,253.82,0.08,12,21.15,3045.88,0.08,169.22,21,2,5,13,13,30,24,0.3223
64,13,211,1256.34,0.03,30,41.88,37690.06,0.42,2093.88,54,0,10,24,38,116,95,0.0876
222,51,875,6163.84,0.01,83.5,73.82,514681.05,2.05,28593.39,179,22,15,44,88,541,334,0.1161
14,3,28,114.45,0.12,8.57,13.35,980.99,0.04,54.5,10,0,2,10,7,16,12,0.3337
96,11,440,2483.3,0.02,51,48.69,126648.13,0.83,7036.01,82,5,6,20,30,287,153,0.1607
1882,286,5392,55140.81,0.01,188.01,293.29,10367010.97,18.38,575945.03,1599,78,202,172,1026,3149,2243,0
70,9,216,1157.23,0.03,38,30.45,43974.79,0.39,2443.04,54,7,7,19,22,128,88,0.2479
55,4,73,330.22,0.03,32,10.32,10567.04,0.11,587.06,19,3,31,16,7,45,28,0.342
41,5,117,595.23,0.08,12.2,48.81,7259.26,0.2,403.29,31,5,3,11,23,66,51,0.3043
7,2,14,50.19,0.29,3.5,14.34,175.66,0.02,9.76,5,0,0,7,5,9,5,0.4258
74,7,252,1383.95,0.02,51.75,26.74,71619.26,0.46,3978.85,57,13,4,23,22,153,99,0.2863
27,8,72,349.77,0.05,18.42,18.99,6441.68,0.12,357.87,19,0,6,17,12,46,26,0.2322
30,2,86,433.82,0.08,13.33,32.54,5784.24,0.14,321.35,24,1,2,15,18,54,32,0.2717
415,90,1194,8462.43,0.01,73.69,114.83,623616.04,2.82,34645.34,351,28,30,32,104,715,479,0.0088
120,16,348,2218.51,0.02,47.69,46.52,105792.65,0.74,5877.37,89,4,17,32,51,196,152,0.1367
39,5,108,540,0.06,15.94,33.87,8610,0.18,478.33,31,0,6,14,18,67,41,0.1766
15,4,28,121.01,0.12,8.36,14.48,1011.33,0.04,56.19,11,0,2,13,7,19,9,0.3216
160,5,698,4862.12,0.03,33.11,146.86,160969.13,1.62,8942.73,123,11,23,22,103,388,310,0.1647
14,10,85,408.63,0.05,21.6,18.92,8826.3,0.14,490.35,9,0,2,18,10,61,24,0.2955
21,3,61,249.34,0.08,12.38,20.15,3085.52,0.08,171.42,16,0,3,9,8,39,22,0.2655
5,1,11,38.05,0.29,3.5,10.87,133.19,0.01,7.4,2,1,0,7,4,7,4,0.5825
45,11,105,566.19,0.04,23.33,24.27,13211.18,0.19,733.95,29,7,6,24,18,70,35,0.3258
98,19,249,1432.97,0.03,35.61,40.24,51032.11,0.48,2835.12,78,0,9,23,31,153,96,0.0407
37,4,126,599.12,0.06,17.19,34.86,10297.3,0.2,572.07,28,1,6,11,16,76,50,0.2446
26,5,64,317.07,0.06,15.79,20.09,5005.15,0.11,278.06,19,0,5,17,14,38,26,0.2392
4,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,4,3,4,3,0.9345
324,6,1540,11205.23,0.02,44.35,252.67,496927.66,3.74,27607.09,287,1,33,17,138,820,720,0
24,2,77,353.04,0.05,18.33,19.26,6472.44,0.12,359.58,17,0,5,15,9,55,22,0.2505
23,4,62,304.23,0.06,16,19.01,4867.64,0.1,270.42,15,3,2,16,14,34,28,0.3669
113,17,451,2826.32,0.02,43.75,64.59,123651.53,0.94,6869.53,98,1,12,25,52,269,182,0.0613
28,3,45,213.97,0.1,9.69,22.08,2073.86,0.07,115.21,16,4,3,14,13,27,18,0.3879
36,10,101,530.04,0.11,8.76,60.51,4642.76,0.18,257.93,32,0,1,11,27,58,43,0.1675
205,49,723,5176.59,0.03,38.33,135.04,198443.54,1.73,11024.64,171,5,27,31,112,446,277,0.0176
85,9,277,1714.58,0.03,32.64,52.53,55961.02,0.57,3108.95,69,0,14,26,47,161,118,0.0603
144,13,388,2282.47,0.03,30.7,74.35,70066.38,0.76,3892.58,120,9,13,16,43,223,165,0.1641
107,27,243,1168.19,0.02,55.96,20.87,65373.56,0.39,3631.86,31,36,29,15,13,146,97,0.4004
57,7,172,970.74,0.03,36.5,26.6,35432.13,0.32,1968.45,40,6,8,25,25,99,73,0.2741
63,6,79,411.55,0.05,19.41,21.2,7988.85,0.14,443.82,19,24,12,20,17,46,33,0.4783
54,6,119,653.53,0.05,18.81,34.74,12294.54,0.22,683.03,38,2,10,21,24,76,43,0.2347
10,2,20,71.7,0.14,7,10.24,501.89,0.02,27.88,7,0,1,7,5,10,10,0.383
325,85,733,5147.4,0.04,24.56,209.56,126435.8,1.72,7024.21,287,17,17,19,111,446,287,0.0101
47,2,138,718.9,0.05,19.55,36.77,14054.58,0.24,780.81,25,7,12,18,20,95,46,0.3447
26,2,79,387.64,0.1,10.42,37.2,4039.66,0.13,224.43,20,0,4,11,19,43,36,0.2323
100,6,270,1594.86,0.04,26.65,59.84,42509.17,0.53,2361.62,73,6,18,21,39,171,99,0.2033
334,33,1180,8312.38,0.02,47.68,174.35,396298.57,2.77,22016.59,244,11,63,21,111,676,504,0.0459
18,1,18,72,0.3,3.3,21.82,237.6,0.02,13.2,14,0,2,6,10,7,11,0.3186
115,18,300,1793.18,0.03,29.5,60.79,52898.93,0.6,2938.83,69,16,19,21,42,182,118,0.2624
20,4,51,224.01,0.07,15.33,14.61,3434.79,0.07,190.82,16,0,2,12,9,28,23,0.2674
34,5,102,542.84,0.09,11.56,46.98,6272.78,0.18,348.49,27,0,5,13,27,54,48,0.1896
71,5,203,1189.17,0.03,30.89,38.5,36728.37,0.4,2040.46,46,13,12,23,35,109,94,0.3139
97,5,160,883.77,0.07,14,63.13,12372.78,0.29,687.38,51,19,25,14,32,96,64,0.3441
56,8,171,965.1,0.05,20.81,46.37,20086.13,0.32,1115.9,44,0,10,18,32,97,74,0.1218
13,3,35,158.32,0.12,8.18,19.35,1295.38,0.05,71.97,9,0,2,12,11,20,15,0.3338
17,3,23,87.57,0.2,5,17.51,437.85,0.03,24.32,11,0,4,7,7,13,10,0.3328
1532,263,4308,35928.07,0,337.36,106.5,12120796.16,11.98,673377.6,1339,75,101,98,226,2752,1556,0
271,3,1275,9102.93,0.03,33.02,275.71,300539.98,3.03,16696.66,234,3,31,14,127,676,599,0.0046
32,6,116,595,0.06,16.67,35.7,9916.61,0.2,550.92,26,0,4,14,21,66,50,0.189
9,2,29,113.3,0.18,5.69,19.92,644.39,0.04,35.8,7,0,0,7,8,16,13,0.3691
92,8,176,1031,0.07,13.43,76.77,13846.63,0.34,769.26,62,13,15,15,43,99,77,0.2859
48,7,83,418.68,0.09,10.73,39.04,4490.39,0.14,249.47,28,6,9,13,20,50,33,0.3334
36,2,104,537.67,0.07,14.32,37.55,7698.49,0.18,427.69,21,6,6,14,22,59,45,0.3598
55,9,115,645.69,0.06,16.81,38.42,10852.59,0.22,602.92,40,0,13,23,26,77,38,0.1417
194,28,520,3439.65,0.03,39.9,86.2,137251.55,1.15,7625.09,134,23,30,26,72,299,221,0.1958
53,6,147,741.53,0.06,16,46.35,11864.41,0.25,659.13,38,4,8,12,21,91,56,0.2641
29,2,51,204,0.09,11,18.55,2244,0.07,124.67,19,6,2,8,8,29,22,0.3988
7,1,6,15.51,0.5,2,7.75,31.02,0.01,1.72,2,1,0,4,2,4,2,1
89,14,277,1674.3,0.03,32.36,51.74,54181.04,0.56,3010.06,69,7,7,23,43,156,121,0.2067
17,2,31,142.13,0.12,8.4,16.92,1193.92,0.05,66.33,13,1,1,14,10,19,12,0.3637
12,3,22,88,0.12,8.33,10.56,733.33,0.03,40.74,9,0,1,10,6,12,10,0.3517
134,14,422,2772.48,0.02,41.9,66.17,116162.54,0.92,6453.47,107,4,18,31,64,249,173,0.1151
32,4,66,310.23,0.15,6.89,45.03,2137.13,0.1,118.73,22,1,7,8,18,35,31,0.2875
4,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,4,3,4,3,0.9345
106,8,252,1494.55,0.04,27.64,54.07,41310.78,0.5,2295.04,48,19,37,22,39,154,98,0.3298
191,27,581,3549.05,0.02,60.15,59,213471.74,1.18,11859.54,148,32,8,22,47,324,257,0.2112
132,14,462,2929.01,0.03,29.93,97.88,87650.65,0.98,4869.48,90,17,22,21,60,291,171,0.2326
19,2,60,240,0.06,15.43,15.56,3702.86,0.08,205.71,14,0,3,9,7,36,24,0.2806
74,13,205,1105.43,0.03,29.24,37.81,32322.63,0.37,1795.7,50,12,10,17,25,119,86,0.2911
4,3,19,72.34,0.19,5.33,13.56,385.81,0.02,21.43,2,0,0,8,6,11,8,0.5001
87,21,338,2078.61,0.03,38.04,54.64,79077.73,0.69,4393.21,72,0,13,25,46,198,140,0.0343
76,5,189,1150.53,0.05,18.54,62.05,21332.75,0.38,1185.15,51,12,8,20,48,100,89,0.2988
28,9,100,549.19,0.06,17.06,32.18,9370.47,0.18,520.58,24,1,1,21,24,61,39,0.2551
17,1,31,124,0.4,2.5,49.6,310,0.04,17.22,6,6,3,4,12,16,15,0.5244
35,5,166,900.76,0.04,27.83,32.36,25064.62,0.3,1392.48,28,0,5,20,23,102,64,0.1707
10,1,9,25.27,0.38,2.67,9.47,67.38,0.01,3.74,4,1,3,4,3,5,4,0.8371
24,2,59,266.89,0.13,7.47,35.74,1992.78,0.09,110.71,16,0,6,8,15,31,28,0.2648
4,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,4,3,4,3,0.9345
39,8,126,695.97,0.04,23.83,29.2,16587.25,0.23,921.51,33,0,4,22,24,74,52,0.159
88,12,196,1063.55,0.03,36.75,28.94,39085.39,0.35,2171.41,56,18,11,21,22,119,77,0.3158
134,13,367,2140.67,0.03,38.03,56.29,81406.65,0.71,4522.59,85,35,11,22,35,246,121,0.3036
152,3,434,2803.39,0.05,21.99,127.51,61634.6,0.93,3424.14,80,40,20,18,70,263,171,0.322
181,21,592,3511,0.01,69.3,50.66,243321.3,1.17,13517.85,158,1,20,23,38,381,229,0.004
165,23,515,3538.24,0.02,56.36,62.78,199427.95,1.18,11079.33,133,2,25,40,77,298,217,0.0417
237,36,898,6691.19,0.03,38.38,174.34,256814.15,2.23,14267.45,194,22,20,28,147,495,403,0.1262
33,4,90,454,0.04,24.43,18.58,11090.46,0.15,616.14,18,5,8,19,14,54,36,0.3654
132,31,1229,7582.84,0.01,91.2,83.15,691554.81,2.53,38419.71,79,43,8,27,45,925,304,0.2585
108,19,262,1514.72,0.04,25.05,60.46,37947.63,0.5,2108.2,68,21,17,17,38,150,112,0.2898
65,9,184,992.19,0.03,31.5,31.5,31253.87,0.33,1736.33,56,2,5,18,24,100,84,0.1812
54,7,162,770.29,0.04,27.2,28.32,20951.94,0.26,1164,48,0,4,12,15,94,68,0.1217
28,3,95,502.11,0.08,12.32,40.76,6186.03,0.17,343.67,20,0,6,14,25,51,44,0.223
7,2,12,39.86,0.27,3.75,10.63,149.49,0.01,8.3,5,0,0,6,4,7,5,0.4328
24,3,52,224.74,0.06,16.71,13.45,3756.37,0.07,208.69,18,0,4,13,7,34,18,0.2575
65,4,242,1417.63,0.05,21.15,67.03,29982.9,0.47,1665.72,44,8,10,18,40,148,94,0.2772
7,1,31,111.13,0.16,6.3,17.64,700.14,0.04,38.9,4,0,0,7,5,22,9,0.4241
86,46,609,3745.2,0.02,50.51,74.15,189170.61,1.25,10509.48,61,8,6,22,49,384,225,0.1602
50,10,154,845.75,0.06,17.61,48.03,14891.16,0.28,827.29,35,2,3,17,28,96,58,0.2292
8,1,15,53.77,0.24,4.2,12.8,225.85,0.02,12.55,4,0,2,7,5,9,6,0.4461
34,4,74,373.29,0.09,10.68,34.94,3988.26,0.12,221.57,27,0,5,14,19,45,29,0.2023
324,76,1095,7936.48,0.02,55.45,143.13,440084.36,2.65,24449.13,277,9,32,30,122,646,451,0
25,5,65,322.02,0.07,14.54,22.15,4681.72,0.11,260.1,18,1,4,18,13,44,21,0.304
97,24,254,1447.91,0.03,29.36,49.31,42515.95,0.48,2362,74,16,5,19,33,152,102,0.2542
17,1,85,404.17,0.07,13.93,29.02,5629.45,0.13,312.75,13,0,2,13,14,55,30,0.2731
205,38,509,3119.81,0.02,60.83,51.28,189788.14,1.04,10543.79,157,26,14,25,45,290,219,0.1798
24,3,56,249.73,0.07,13.8,18.1,3446.25,0.08,191.46,18,0,4,12,10,33,23,0.2543
24,2,89,418.34,0.04,22.4,18.68,9370.8,0.14,520.6,17,0,5,16,10,61,28,0.2453
9,2,17,62.91,0.24,4.08,15.41,256.87,0.02,14.27,6,0,1,7,6,10,7,0.4016
19,2,56,249.73,0.08,12,20.81,2996.74,0.08,166.49,16,0,1,12,10,36,20,0.2668
18,4,72,325.7,0.04,25.31,12.87,8244.19,0.11,458.01,15,0,1,15,8,45,27,0.2621
32,7,93,498.25,0.07,14.87,33.51,7408.8,0.17,411.6,23,0,6,18,23,55,38,0.2047
24,3,109,454.52,0.02,56,8.11,25453.22,0.15,1414.07,21,0,1,14,4,77,32,0.2215
15,2,27,102.8,0.22,4.5,22.84,462.59,0.03,25.7,9,1,3,6,8,15,12,0.4084
128,20,327,2010.97,0.04,27.61,72.83,55527.32,0.67,3084.85,91,9,23,22,49,204,123,0.1847
41,5,164,872.8,0.05,21.8,40.03,19030.75,0.29,1057.26,32,0,7,17,23,105,59,0.159
39,3,117,638.75,0.07,13.71,46.6,8755.33,0.21,486.41,28,1,6,15,29,64,53,0.244
26,1,82,375.97,0.1,9.9,37.98,3722.07,0.13,206.78,17,1,6,9,15,49,33,0.3101
96,11,232,1335.13,0.04,22.75,58.69,30374.3,0.45,1687.46,75,4,13,18,36,141,91,0.1751
37,1,100,516.99,0.12,8.36,61.84,4322.06,0.17,240.11,27,0,5,11,25,62,38,0.1964
123,21,333,2217.18,0.02,44.76,49.54,99237.48,0.74,5513.19,97,2,22,41,60,202,131,0.0885
59,13,129,695.61,0.07,13.89,50.08,9661.24,0.23,536.74,48,1,8,15,27,79,50,0.1769
141,16,324,2133.53,0.02,46.87,45.52,99995.08,0.71,5555.28,96,7,34,39,57,187,137,0.1654
61,7,218,1210.9,0.05,21.72,55.74,26305.77,0.4,1461.43,45,2,10,18,29,148,70,0.1985
20,8,75,352.53,0.04,22.67,15.55,7990.75,0.12,443.93,15,0,3,17,9,58,24,0.2543
3442,470,8441,80843.08,0,384.45,210.28,31079782.27,26.95,1726654.57,2824,157,447,155,609,5420,3021,0
23,6,41,180.09,0.14,7.13,25.28,1283.11,0.06,71.28,15,2,4,9,12,22,19,0.3619
14,3,42,187.3,0.13,7.8,24.01,1460.91,0.06,81.16,10,0,2,12,10,29,13,0.3187
19,3,52,241.48,0.1,10.15,23.78,2451.96,0.08,136.22,13,0,4,12,13,30,22,0.2861
165,22,409,2661.69,0.04,25.77,103.27,68604.07,0.89,3811.34,136,10,16,20,71,226,183,0.1433
101,11,266,1613.58,0.04,27.38,58.94,44176.23,0.54,2454.23,72,12,13,22,45,154,112,0.2478
107,5,492,3303.41,0.05,20.19,163.64,66687.57,1.1,3704.86,99,1,7,17,88,283,209,0.0717
10,2,29,129.32,0.18,5.5,23.51,711.28,0.04,39.52,8,0,0,11,11,18,11,0.3525
89,8,239,1387.96,0.04,23.1,60.08,32065.38,0.46,1781.41,64,14,11,17,39,133,106,0.2799
77,9,207,1196.74,0.03,30,39.89,35902.24,0.4,1994.57,46,10,18,25,30,135,72,0.2878
194,25,421,2726.28,0.03,31.57,86.36,86066.68,0.91,4781.48,129,40,17,24,65,250,171,0.248
22,3,53,239.75,0.08,12.55,19.11,3007.76,0.08,167.1,14,0,5,12,11,30,23,0.2793
6,1,9,23.26,0.5,2,11.63,46.53,0.01,2.58,3,0,1,3,3,5,4,0.8693
8,1,24,96,0.17,5.79,16.59,555.43,0.03,30.86,7,0,1,9,7,15,9,0.3755
96,5,341,2117.42,0.03,28.7,73.77,60777.9,0.71,3376.55,63,17,14,20,54,186,155,0.2884
11,1,28,112,0.12,8.33,13.44,933.33,0.04,51.85,6,0,3,10,6,18,10,0.3854
21,3,52,241.48,0.09,10.82,22.32,2612.38,0.08,145.13,15,0,4,14,11,35,17,0.2726
147,21,547,3329.84,0.02,62.21,53.52,207163.75,1.11,11509.1,108,15,20,26,42,346,201,0.1918
17,2,39,171.3,0.12,8.67,19.77,1484.6,0.06,82.48,11,0,4,12,9,26,13,0.3137
231,20,676,4197.59,0.01,89.32,47,374921.15,1.4,20828.95,121,56,44,30,44,414,262,0.2574
34,7,97,471.22,0.1,10.35,45.53,4877.17,0.16,270.95,29,0,5,9,20,51,46,0.1844
165,16,704,4667.07,0.02,52.32,89.2,244180.95,1.56,13565.61,135,2,26,24,75,377,327,0.0413
23,3,56,256.76,0.12,8.46,30.34,2172.57,0.09,120.7,17,0,4,11,13,36,20,0.2588
23,2,58,278.83,0.1,10.13,27.54,2823.12,0.09,156.84,17,0,3,12,16,31,27,0.2577
49,10,160,868.2,0.05,20.09,43.22,17441.57,0.29,968.98,40,0,7,15,28,85,75,0.1313
110,22,396,2458.94,0.02,47.37,51.91,116471.96,0.82,6470.66,87,8,11,29,45,249,147,0.1716
43,7,97,493.48,0.08,12,41.12,5921.81,0.16,328.99,31,5,3,12,22,53,44,0.3074
195,6,1039,7352.81,0.03,34.15,215.29,251126.79,2.45,13951.49,138,6,49,18,117,595,444,0.0965
35,5,80,403.55,0.09,10.86,37.17,4381.42,0.13,243.41,29,0,4,12,21,42,38,0.1918
32,4,103,551.83,0.07,13.56,40.7,7481.51,0.18,415.64,24,0,6,15,26,56,47,0.2016
39,8,106,520.13,0.03,29.42,17.68,15303.84,0.17,850.21,25,7,4,17,13,61,45,0.3465
27,6,72,356.7,0.06,17,20.98,6063.94,0.12,336.89,21,0,4,17,14,44,28,0.2248
25,3,59,283.63,0.12,8.67,32.72,2458.16,0.09,136.56,20,0,3,13,15,39,20,0.2404
44,10,153,840.25,0.04,26.4,31.83,22182.69,0.28,1232.37,39,0,5,20,25,87,66,0.1347
6,1,13,43.19,0.5,2,21.59,86.37,0.01,4.8,3,0,1,4,6,7,6,0.521
26,1,127,508,0.05,21.5,23.63,10922,0.17,606.78,19,2,3,8,8,84,43,0.3147
844,404,2033,20848.47,0,206.01,101.2,4294926.45,6.95,238607.05,814,17,11,411,811,1220,813,0
30,5,100,545.94,0.05,21,26,11464.81,0.18,636.93,21,1,5,22,22,58,42,0.2733
6,1,11,36.54,0.33,3,12.18,109.62,0.01,6.09,2,0,1,6,4,7,4,0.5236
67,12,242,1399.09,0.02,43.48,32.18,60836.25,0.47,3379.79,60,1,4,26,29,148,97,0.1359
60,3,174,938.26,0.04,28.18,33.29,26441.96,0.31,1469,40,6,12,20,22,112,62,0.2805
41,5,71,348.39,0.04,27,12.9,9406.51,0.12,522.58,24,6,9,18,12,35,36,0.3563
12,2,16,59.21,0.24,4.08,14.5,241.76,0.02,13.43,7,0,3,7,6,9,7,0.3889
344,16,1220,8830.85,0.02,65.68,134.46,579968.21,2.94,32220.46,242,36,59,34,117,768,452,0.159
12,2,17,62.91,0.18,5.6,11.23,352.28,0.02,19.57,7,0,3,8,5,10,7,0.387
312,27,1009,7396.9,0.02,41.1,179.95,304045.51,2.47,16891.42,236,18,55,27,134,601,408,0.1003
6,2,18,68.53,0.29,3.5,19.58,239.86,0.02,13.33,3,0,1,7,7,11,7,0.4647
45,8,117,595.23,0.04,24.5,24.3,14583.21,0.2,810.18,31,5,6,17,17,68,49,0.3003
41,7,139,796.18,0.05,18.79,42.38,14958.55,0.27,831.03,33,2,4,20,33,77,62,0.2407
57,7,222,1129.42,0.03,37.78,29.9,42666.86,0.38,2370.38,49,0,2,16,18,137,85,0.1081
